dread#1437,Ascendant 3,50.0,1.19,155.4,CN,37.1,331,58.6,522,4.3,38,216,30.1,115,"3,877",0.9,Sage,40,70,37.1,1.17,155.5
Exo#IMMO,Diamond 1,38.9,1.07,168.8,HR,30.4,279,65.9,605,3.7,34,203,26.1,84,"3,099",0.7,Jett,27,48,50.0,1.16,159.5
Joyst1ck#1337,Immortal 3,52.2,1.02,137.0,RU,15.7,156,76.3,759,8.0,80,"1,759",17.2,862,"27,691",0.7,Phoenix,363,616,49.4,1.17,150.8
ADIRE Tressort#BELG,Diamond 3,68.1,1.05,150.7,BE,23.5,240,70.1,715,6.4,65,374,18.9,183,"6,267",0.8,Reyna,86,151,49.7,1.15,166.3
Frozen#vlrnt,Diamond 1,55.0,1.13,146.5,MY,21.8,255,70.1,821,8.2,96,429,21.0,225,"6,645",0.7,Sage,67,112,57.1,1.13,142.8
ladies sommelie#carry,Platinum 1,52.0,0.73,106.7,RU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skrub#4925,Diamond 2,45.2,0.92,142.5,US,21.9,285,73.6,960,4.5,59,426,15.7,211,"6,783",0.8,Raze,204,353,50.7,1.01,157.8
锅包肉#W01,Gold 1,50.0,0.99,128.5,SG,11.4,193,76.9,1303,11.7,198,69,9.9,41,"1,213",0.8,Sage,14,23,82.6,1.29,157.7
Raékwon#1400,Diamond 1,70.0,1.20,157.7,TR,27.0,273,66.1,669,6.9,70,412,18.5,221,"6,187",0.7,Reyna,52,92,46.7,1.04,157.4
NightmareFuel#koka,Platinum 3,49.2,0.96,134.6,HU,26.1,284,66.8,726,7.1,77,"1,501",18.6,725,"21,501",0.7,Sage,311,531,52.4,0.94,130.3
Hodg#1415,Immortal 3,58.2,1.09,153.2,GB,25.0,254,68.2,694,6.8,69,331,21.8,176,"5,675",0.8,Chamber,54,93,46.2,1.12,156.5
Shold#4298,Diamond 1,46.7,1.23,147.1,RU,27.5,262,64.6,616,7.9,75,209,21.6,98,"2,808",0.7,Sage,69,122,46.7,0.98,120.3
SLZ TOXiN#69XXX,Gold 1,40.0,0.74,112.1,BD,22.7,228,69.4,697,8.0,80,916,19.2,416,"13,912",0.7,Omen,166,295,45.8,0.97,130.6
ReverseWK#7299,Diamond 1,58.0,1.35,162.8,DO,27.1,237,69.6,610,3.3,29,157,16.1,77,"2,671",0.8,Chamber,32,55,54.5,1.30,159.4
quet#1312,Gold 2,50.0,1.11,174.0,RS,22.8,221,70.6,686,6.6,64,120,18.7,56,"1,799",0.8,Jett,30,58,50.0,0.97,152.5
Señοrita#Toxic,Diamond 3,45.8,0.91,123.7,GR,22.5,218,71.1,690,6.5,63,"3,765",25.2,"1,824","52,615",0.7,Viper,555,954,50.7,1.01,130.9
PizzA stEvE#sexy,Diamond 3,50.7,1.03,129.8,DZ,25.4,259,68.0,693,6.6,67,750,21.9,380,"11,268",0.7,Chamber,75,129,42.6,0.98,133.0
yuk1koちゃん#ITZY,Platinum 2,50.0,1.01,148.2,PL,17.2,198,76.8,885,6.0,69,494,13.8,244,"8,156",0.8,Jett,119,210,49.5,1.07,151.1
FLseleur#4444,Silver 2,40.5,0.98,126.2,CA,19.1,175,75.3,688,5.6,51,221,14.5,109,"2,948",0.7,Neon,47,85,54.1,0.96,135.8
Naohh#4872,Immortal 1,49.7,1.07,146.5,KR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIFE ChefAxolotl#LIFE,Silver 3,50.9,1.21,168.0,AT,30.7,326,64.3,682,5.0,53,174,27.8,90,"2,957",0.8,Raze,49,88,47.7,1.23,178.1
u can add me#daddy,Platinum 1,68.4,1.83,207.7,CA,25.0,350,69.9,978,5.1,72,53,24.0,32,"1,203",1.1,Reyna,12,22,63.6,1.82,214.2
Mommy#9551,Bronze 3,44.4,0.88,116.8,US,16.7,154,71.3,658,12.0,111,262,13.7,124,"3,704",0.7,Reyna,102,181,45.9,1.02,138.8
Sh3L6Z#4002,Gold 3,43.5,0.85,117.6,CA,17.8,161,73.5,664,8.6,78,389,11.1,196,"5,285",0.7,Skye,160,288,51.4,1.00,136.8
she left me#tears,Gold 3,71.4,1.59,179.1,US,25.7,326,70.7,896,3.6,46,43,24.5,21,856,1.0,Chamber,19,32,56.2,1.46,178.4
yeahtheylikeme#hook,Diamond 1,50.0,1.45,205.0,US,30.3,370,64.9,793,4.8,59,508,16.4,252,"7,633",0.7,Sage,86,156,55.1,0.96,120.5
Deeexity#2695,Ascendant 1,51.2,1.40,160.2,GB,28.8,282,66.7,652,4.5,44,286,21.9,148,"5,625",0.9,Chamber,75,131,51.9,1.58,163.4
LIFEHunter#33333,Silver 2,56.2,1.02,131.4,HU,8.9,108,74.9,905,16.2,196,77,11.1,38,984,0.7,Phoenix,12,22,68.2,1.09,140.9
papleer#peter,Silver 1,81.8,1.55,173.6,DE,9.2,160,74.5,1297,16.3,283,129,7.7,64,"1,959",0.8,Reyna,31,54,50.0,1.14,160.6
XenoLink#3157,Silver 3,55.6,1.21,159.0,US,12.1,127,72.2,760,15.7,165,67,11.8,32,"1,091",0.8,Chamber,26,46,54.3,1.22,156.6
His mommy#Mahal,Bronze 3,64.0,0.92,121.4,PH,10.9,140,77.4,996,11.7,151,381,11.8,189,"4,791",0.6,Sage,108,191,48.2,0.77,104.4
WorstPlayerinVal#Trash,Gold 2,38.1,0.88,132.2,AU,21.1,211,73.3,733,5.6,56,325,17.7,166,"4,587",0.7,Chamber,39,73,58.9,0.99,139.4
God Ussop ツ#yonko,Gold 1,46.1,1.06,137.3,ES,15.7,162,76.0,785,8.3,86,152,11.8,78,"2,430",0.8,Viper,41,71,50.7,1.16,146.2
Azhuro#exe,Ascendant 3,56.2,1.19,157.1,ES,32.6,300,63.7,585,3.7,34,"1,010",25.4,500,"14,953",0.7,Cypher,123,200,49.0,0.99,122.8
blonski#cassi,Ascendant 1,51.1,1.34,156.7,BR,24.0,305,70.7,900,5.3,68,921,17.1,447,"15,296",0.8,Chamber,130,219,53.4,1.38,159.0
squeaky#069,Immortal 2,67.7,1.06,139.3,NL,25.4,234,64.8,598,9.9,91,616,23.2,331,"10,396",0.8,Reyna,147,256,57.4,1.22,167.2
SexyPeanutButah1#EUPOG,Unranked,77.6,1.92,224.5,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SexyDogCollector#Wink,Unranked,76.3,2.02,239.7,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akash#8603,Silver 2,58.8,1.12,142.7,ES,17.2,196,77.0,876,5.7,65,494,15.8,241,"7,609",0.8,Reyna,145,255,48.2,1.09,143.3
night night#2121,Ascendant 2,61.0,1.11,145.0,SG,20.0,234,74.6,874,5.4,63,927,20.3,464,"14,846",0.8,Reyna,121,214,51.9,1.12,156.2
hazeツ#GOD,Silver 1,53.3,1.39,152.1,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mKnZ#0000,Immortal 3,76.9,1.45,179.9,IT,33.7,320,62.4,592,3.9,37,849,28.9,443,"15,782",0.9,Jett,172,291,55.3,1.41,177.6
ipolito97#8900,Diamond 3,53.8,1.03,144.3,ES,34.1,293,62.2,534,3.6,31,219,28.2,114,"3,548",0.8,Jett,43,73,60.3,1.18,166.1
Ipol97#EUW,Platinum 3,52.0,1.06,146.1,ES,33.1,289,63.4,554,3.5,31,400,22.9,193,"5,939",0.7,Jett,43,75,50.7,1.12,154.3
Oblivion#Thorn,Silver 3,48.7,0.99,134.3,ID,11.7,152,72.3,943,16.0,209,342,11.1,169,"4,200",0.6,Cypher,95,164,53.0,0.80,109.7
